iter	Logloss
0	0.4668454355
1	0.4589625136
2	0.4510217918
3	0.4483467882
4	0.4437620602
5	0.4400998514
6	0.4381890278
7	0.4356514134
8	0.434587383
9	0.4331753627
10	0.4314576539
11	0.4299412398
12	0.4287994899
13	0.4277169184
14	0.4268542951
15	0.4264452061
16	0.4261564279
17	0.4254502995
18	0.4245773498
19	0.4239656638
20	0.4235577571
21	0.4230887681
22	0.4225056318
23	0.4220642663
24	0.4217040654
25	0.4212616288
26	0.4208168061
27	0.4205090684
28	0.4201353107
29	0.4200944625
30	0.4197760917
31	0.4193543167
32	0.4192413896
33	0.4189745761
34	0.4186129038
35	0.4184115168
36	0.418230115
37	0.4178688184
38	0.4175396969
39	0.417358376
40	0.4170551753
41	0.416722123
42	0.4164185637
43	0.416113
44	0.4157812258
45	0.4157097487
46	0.4155884397
47	0.4151802202
48	0.4148893034
49	0.414549661
50	0.4144094311
51	0.4142551164
52	0.414137272
53	0.4140265515
54	0.4137666857
55	0.413457252
56	0.4131076396
57	0.4130529125
58	0.4126956353
59	0.4121898523
60	0.4121854356
61	0.4121853491
62	0.4119465338
63	0.4117568
64	0.4116006957
65	0.4115482461
66	0.4113123823
67	0.411217962
68	0.4109014838
69	0.4107571064
70	0.4105669626
71	0.4103402582
72	0.4101238841
73	0.4100709615
74	0.4098477461
75	0.4098357679
76	0.4096628496
77	0.4094805241
78	0.4092054382
79	0.409205094
80	0.4089471693
81	0.4089096617
82	0.4088613144
83	0.4086198625
84	0.4082452006
85	0.4081983098
86	0.4079411979
87	0.4077764949
88	0.4077288562
89	0.4076473714
90	0.4074862545
91	0.4074091751
92	0.4071837062
93	0.4070607515
94	0.4068722301
95	0.4066722929
96	0.4065887096
97	0.4064242771
98	0.4063492333
99	0.4061584468
100	0.40597906
101	0.4058903892
102	0.405726183
103	0.405527418
104	0.4054034201
105	0.4050804821
106	0.405070726
107	0.4048778082
108	0.4047183883
109	0.4045642606
110	0.404202025
111	0.4041680548
112	0.403933588
113	0.4039335723
114	0.4039308072
115	0.4037820817
116	0.4036979514
117	0.4036876413
118	0.4034620108
119	0.403302489
120	0.4030976479
121	0.402916005
122	0.4028585045
123	0.4026649323
124	0.4025242927
125	0.4022951614
126	0.4021028164
127	0.4017747721
128	0.4017372828
129	0.401541873
130	0.4015367896
131	0.4013617107
132	0.4008220328
133	0.4007222188
134	0.4006125894
135	0.4004247914
136	0.4001308104
137	0.399948984
138	0.3996621155
139	0.3996619161
140	0.3996356334
141	0.3996312081
142	0.3993869022
143	0.399127091
144	0.398812675
145	0.3986908731
146	0.3986575323
147	0.3986186699
148	0.398405744
149	0.3982007695
150	0.3979409774
151	0.3978997066
152	0.3978105738
153	0.3975725863
154	0.3975284095
155	0.3974993173
156	0.3973385802
157	0.3970509129
158	0.3968846942
159	0.3968616505
160	0.3967542206
161	0.3965944172
162	0.3965923157
163	0.3965533241
164	0.3965505145
165	0.3963125593
166	0.3960623142
167	0.3958862871
168	0.3956795327
169	0.3955862153
170	0.3952953667
171	0.395013966
172	0.3949116341
173	0.3948689562
174	0.3947074349
175	0.3947058131
176	0.3947052993
177	0.3947015039
178	0.3946773915
179	0.3945715893
180	0.3944982002
181	0.3943259837
182	0.3942219628
183	0.3941362149
184	0.3941071831
185	0.3939354539
186	0.3936093344
187	0.3934215059
188	0.3932185371
189	0.3930973111
190	0.3929578679
191	0.3928016138
192	0.3926350489
193	0.3924439373
194	0.3923402581
195	0.3921439971
196	0.3921194743
197	0.391936588
198	0.3919333162
199	0.3919330766
200	0.3916379218
201	0.3914839152
202	0.391211783
203	0.3909851744
204	0.3907678462
205	0.3906322593
206	0.3905020539
207	0.390284167
208	0.3902358005
209	0.3899093214
210	0.3898886386
211	0.3897506387
212	0.3896580741
213	0.3896114107
214	0.3894876905
215	0.3893100288
216	0.3891622047
217	0.3890015394
218	0.3888634604
219	0.3887024509
220	0.3885588996
221	0.3883353235
222	0.3882337505
223	0.3880794486
224	0.3879272901
225	0.3877468839
226	0.3875741146
227	0.3875590326
228	0.3873929618
229	0.3872462448
230	0.3870530759
231	0.3870368013
232	0.3868945373
233	0.3867912597
234	0.386786725
235	0.386757975
236	0.3866483623
237	0.3865061421
238	0.3862091874
239	0.386192701
240	0.3861817389
241	0.3861816749
242	0.3859867937
243	0.3858337522
244	0.3856010653
245	0.3855075542
246	0.3853177382
247	0.3852228097
248	0.3850610045
249	0.385051467
250	0.3848954696
251	0.3847824876
252	0.3846124329
253	0.3843760716
254	0.3842654788
255	0.3840221639
256	0.3838422528
257	0.3837313495
258	0.3836073955
259	0.3834573888
260	0.3833769793
261	0.3832213354
262	0.3831078828
263	0.3830037429
264	0.3828993932
265	0.3827355606
266	0.3826067082
267	0.3825727555
268	0.3825305829
269	0.3824551993
270	0.3822922969
271	0.3822602891
272	0.3821629233
273	0.382005915
274	0.3819622534
275	0.3816888267
276	0.3816570016
277	0.3816440241
278	0.3814047259
279	0.3812902159
280	0.3812480628
281	0.3810974627
282	0.3810317375
283	0.3809075812
284	0.3808769222
285	0.3807760643
286	0.3805515146
287	0.3805427122
288	0.3803883503
289	0.3802571674
290	0.3800708603
291	0.3798076716
292	0.3796436899
293	0.3796190917
294	0.3795086842
295	0.379492994
296	0.3794893994
297	0.3793432842
298	0.3792269342
299	0.3790634096
300	0.37900208
301	0.37888615
302	0.3787834244
303	0.3786302568
304	0.3784247261
305	0.3782447517
306	0.3782411606
307	0.3780484354
308	0.3780450043
309	0.3779109379
310	0.3777115417
311	0.3776454207
312	0.3775724918
313	0.3774929121
