iter	CrossEntropy
270	0.4091094702
271	0.4090988393
272	0.4090723194
273	0.4090510666
274	0.4090297165
275	0.4090156216
276	0.4090009991
277	0.4089868596
278	0.4089580462
279	0.4089436392
280	0.4089287734
281	0.4089126221
282	0.4088945944
283	0.408874095
284	0.4088581668
285	0.4088379685
286	0.4088196753
287	0.4088008338
288	0.4087866284
289	0.4087751566
290	0.4087611832
291	0.4087473365
292	0.4087372519
293	0.4087232235
294	0.4087049572
295	0.4086854204
296	0.408667617
297	0.4086474159
298	0.4086331464
299	0.4086161583
300	0.4086062568
301	0.4085937068
302	0.4085800986
303	0.4085584743
304	0.4085424524
305	0.4085301065
306	0.4085060797
307	0.4084905905
308	0.4084787907
309	0.4084597185
310	0.4084452003
311	0.4084334003
312	0.4084194962
313	0.4083987798
314	0.408389496
315	0.4083721438
316	0.4083573518
317	0.4083464754
318	0.4083348087
319	0.4083264574
320	0.4083120806
321	0.4083010029
322	0.4082871298
323	0.4082728319
324	0.4082615406
325	0.4082503532
326	0.4082315678
327	0.4082176494
328	0.408202982
329	0.4081901681
330	0.4081719368
331	0.4081567401
332	0.4081416826
333	0.4081294187
334	0.4081205843
335	0.4081062663
336	0.4080915439
337	0.4080810661
338	0.4080674869
339	0.4080567621
340	0.4080420874
341	0.4080305825
342	0.4080197676
343	0.4080030419
344	0.4079892955
345	0.4079747522
346	0.4079646681
347	0.4079447772
348	0.4079263805
349	0.407908311
350	0.4078979725
351	0.4078854911
352	0.4078730029
353	0.4078638588
354	0.4078556887
355	0.4078401866
356	0.4078285319
357	0.4078183618
358	0.4078087262
359	0.4077997722
360	0.4077884237
361	0.4077770986
362	0.4077682892
363	0.4077560625
364	0.407746221
365	0.4077342646
366	0.4077216058
367	0.4077110807
368	0.4076953151
369	0.4076808113
370	0.4076634268
371	0.4076482079
372	0.4076311734
373	0.4076152078
374	0.4076000593
375	0.4075851212
376	0.4075702712
377	0.4075594371
378	0.4075481878
379	0.4075359455
380	0.4075255064
381	0.4075178897
382	0.407508346
383	0.4074951679
384	0.4074858838
385	0.4074700653
386	0.4074591152
387	0.4074492795
388	0.4074354953
389	0.407423118
390	0.4074103531
391	0.4073962197
392	0.4073892228
393	0.4073787259
394	0.4073655471
395	0.4073539637
396	0.4073432338
397	0.4073325177
398	0.4073210903
399	0.4073106926
400	0.407300104
401	0.4072885613
402	0.4072773855
403	0.4072681505
404	0.407256272
405	0.4072468378
406	0.4072326381
407	0.4072234932
408	0.4072065888
409	0.4071915125
410	0.4071789472
411	0.4071675995
412	0.4071605658
413	0.4071485622
414	0.4071391289
415	0.4071291409
416	0.4071195066
417	0.4071100276
418	0.4070985423
419	0.4070865851
420	0.4070788382
421	0.4070707069
422	0.4070641948
423	0.4070495302
424	0.4070368595
425	0.40702947
426	0.4070218684
427	0.407010248
428	0.4069973546
429	0.4069876917
430	0.406980756
431	0.4069702742
432	0.4069646613
433	0.4069548852
434	0.4069430171
435	0.4069314746
436	0.4069237303
437	0.4069173322
438	0.4069079662
439	0.4068997966
440	0.4068889025
441	0.4068798384
442	0.4068692654
443	0.4068579241
444	0.4068474756
445	0.4068396399
446	0.4068299862
447	0.406817299
448	0.4068061692
449	0.4067993075
450	0.4067831819
451	0.406773042
452	0.4067637518
453	0.406755143
454	0.4067443598
455	0.4067341294
456	0.4067255112
457	0.4067177404
458	0.406709372
459	0.4067015061
460	0.4066884155
461	0.406678357
462	0.406670169
463	0.4066597934
464	0.4066481477
465	0.4066426719
466	0.4066269091
467	0.4066166903
468	0.4066026628
469	0.4065899812
470	0.4065786835
471	0.4065685765
472	0.4065588535
473	0.4065512091
474	0.4065432103
475	0.4065345888
476	0.4065265232
477	0.4065176684
478	0.4065085426
479	0.4064990831
480	0.4064899281
481	0.4064787529
482	0.4064702864
483	0.4064615446
484	0.4064507535
485	0.4064391547
486	0.4064324113
487	0.4064241304
488	0.406413775
489	0.4064059397
490	0.4063985499
491	0.4063905094
492	0.4063838115
493	0.4063756188
494	0.4063657497
495	0.4063568406
496	0.4063483879
497	0.4063342672
498	0.406324992
499	0.4063179728
500	0.4063105642
501	0.4063031283
502	0.4062925795
503	0.406285408
504	0.4062749716
505	0.4062656709
506	0.4062595602
507	0.4062521242
508	0.4062448178
509	0.4062380324
510	0.406229795
511	0.4062212535
512	0.406213569
513	0.4061998807
514	0.4061897989
515	0.4061804221
516	0.4061751696
517	0.4061658403
518	0.4061568088
519	0.4061491391
520	0.4061412778
521	0.4061320803
522	0.4061250845
523	0.4061058074
524	0.4060967264
525	0.4060905258
526	0.4060801027
527	0.4060673296
528	0.4060556069
529	0.406049898
530	0.4060413945
531	0.4060315001
532	0.4060217469
533	0.4060119638
534	0.4060032679
535	0.4059959587
536	0.4059878737
537	0.4059791457
538	0.4059708011
539	0.405963546
540	0.4059552186
541	0.4059464806
542	0.4059371389
543	0.4059292323
544	0.4059208708
545	0.4059146882
546	0.4059080069
547	0.4059002113
548	0.4058911717
549	0.4058844188
550	0.4058761032
551	0.4058692519
552	0.4058590305
553	0.4058487704
554	0.4058341765
555	0.4058261499
556	0.4058170334
557	0.4058095429
558	0.4058021044
559	0.4057949934
560	0.405788548
561	0.4057757044
562	0.4057682226
563	0.4057623809
564	0.4057542049
565	0.4057463717
566	0.4057393682
567	0.4057308145
568	0.4057241725
569	0.4057180919
570	0.4057095604
571	0.405704228
572	0.405696336
573	0.4056916488
574	0.4056849818
575	0.4056795571
576	0.405673852
577	0.405665954
578	0.4056576604
579	0.4056483
580	0.4056401569
581	0.4056327271
582	0.4056251323
583	0.4056205184
584	0.4056145912
585	0.4056108687
586	0.4056064817
587	0.4055992479
588	0.4055934354
589	0.4055847611
590	0.4055798318
591	0.4055689612
592	0.4055627082
593	0.4055537948
594	0.4055441368
595	0.4055376728
596	0.4055323769
597	0.405524405
598	0.4055180398
599	0.4055119966
600	0.4055039204
601	0.40549606
602	0.4054870675
603	0.405480609
604	0.4054736245
605	0.4054654432
606	0.4054578629
607	0.4054517884
608	0.4054427708
609	0.4054369779
610	0.405429747
611	0.405424176
612	0.4054179901
613	0.4054116549
614	0.4054047566
615	0.4053986442
616	0.4053906274
617	0.4053814388
618	0.405377137
619	0.4053731815
620	0.4053670217
621	0.4053577868
622	0.4053523489
623	0.4053457642
624	0.405338049
625	0.4053334697
626	0.4053239258
627	0.4053167793
628	0.4053127063
629	0.4053059492
630	0.4052935916
631	0.4052820948
632	0.4052717438
633	0.4052598992
634	0.4052487735
635	0.4052386921
636	0.4052284118
637	0.4052186599
638	0.4052088048
639	0.4052045582
640	0.405195675
641	0.4051865956
642	0.4051802206
643	0.4051700147
644	0.4051605818
645	0.4051519119
646	0.4051454712
647	0.4051362143
648	0.4051272987
649	0.4051223718
650	0.4051093731
651	0.4051040099
652	0.4050958846
653	0.4050892488
654	0.4050830413
655	0.4050758732
656	0.4050695062
657	0.4050633275
658	0.4050577951
659	0.4050508131
660	0.4050434198
661	0.4050374509
662	0.4050306511
663	0.405022969
664	0.405014844
665	0.4050067488
666	0.4049980854
667	0.4049912699
668	0.4049846917
669	0.4049798023
670	0.4049738996
671	0.4049663814
672	0.4049597179
673	0.4049538802
674	0.4049482696
675	0.4049405282
676	0.404937503
677	0.4049293966
678	0.4049225065
679	0.4049170369
680	0.4049113874
681	0.4049048305
682	0.4048995912
683	0.4048911818
684	0.4048857241
685	0.4048783785
686	0.404873819
687	0.4048678692
688	0.4048619385
689	0.404858013
690	0.4048495834
691	0.4048444546
692	0.4048375221
693	0.4048310412
694	0.4048251945
695	0.4048172636
696	0.4048123225
697	0.4048039492
698	0.4047953775
699	0.4047911092
700	0.4047835813
701	0.4047796901
702	0.4047740616
703	0.4047665357
704	0.404759556
705	0.4047542523
706	0.4047505398
707	0.4047471072
708	0.4047408838
709	0.4047361922
710	0.4047296995
711	0.4047228312
712	0.4047139838
713	0.4047061089
714	0.4046966589
715	0.4046882057
716	0.4046806103
717	0.404676857
718	0.4046731662
719	0.4046666475
720	0.404659834
721	0.404653766
722	0.4046496157
723	0.4046425503
724	0.4046386809
725	0.4046321734
726	0.4046278427
727	0.4046202732
728	0.4046161422
729	0.4046046125
730	0.4045955058
731	0.404588123
732	0.4045792413
733	0.4045737072
734	0.4045693664
735	0.4045636561
736	0.4045583967
737	0.4045523967
738	0.4045467798
739	0.4045413909
740	0.40453425
741	0.4045278227
742	0.4045212937
743	0.4045143489
744	0.4045069306
745	0.4045035975
746	0.4044965072
747	0.4044897274
748	0.404480695
749	0.4044716515
750	0.4044642144
751	0.4044580061
752	0.4044549956
753	0.404448184
754	0.4044432967
755	0.404438417
756	0.4044310251
757	0.4044240418
758	0.4044166052
759	0.4044077139
760	0.4044007517
761	0.4043982631
762	0.4043909354
763	0.4043845898
764	0.4043769121
765	0.4043729367
766	0.4043668215
767	0.4043599516
768	0.4043552794
769	0.404349708
770	0.4043431301
771	0.4043375497
772	0.4043332001
773	0.4043268663
774	0.4043207881
775	0.4043145879
776	0.4043087375
777	0.4043030792
778	0.4042992215
779	0.4042954575
780	0.4042904113
781	0.4042866601
782	0.4042820926
783	0.4042755206
784	0.4042691352
785	0.4042639869
786	0.4042566972
787	0.4042508368
788	0.4042454695
789	0.4042393777
790	0.4042331679
791	0.4042265283
792	0.4042213446
793	0.4042158637
794	0.4042112851
795	0.4042048436
796	0.4041978235
797	0.404191352
798	0.4041844725
799	0.4041781796
800	0.4041746078
801	0.4041656764
802	0.4041594098
803	0.4041544744
804	0.40415043
805	0.404144165
806	0.4041370646
807	0.4041301841
808	0.4041237914
809	0.4041196037
810	0.4041124594
811	0.4041046561
812	0.4041010673
813	0.4040966257
814	0.4040924649
815	0.4040884552
816	0.4040833896
817	0.4040789603
818	0.4040729392
819	0.404067327
820	0.4040612313
821	0.4040546678
822	0.4040491892
823	0.4040442303
824	0.4040377146
825	0.4040334893
826	0.4040279817
827	0.404024045
828	0.4040191858
829	0.4040164555
830	0.4040125361
831	0.4040095753
832	0.4040055561
833	0.4039994577
834	0.4039950932
835	0.4039889718
836	0.403984026
837	0.4039796512
838	0.4039751841
839	0.4039708863
840	0.4039643346
841	0.4039580646
842	0.4039538843
843	0.4039486886
844	0.4039430525
845	0.4039386407
846	0.4039346348
847	0.4039302223
848	0.4039258649
849	0.403920446
850	0.403916983
851	0.4039113425
852	0.4039075446
853	0.4039029465
854	0.4038980508
855	0.403892597
856	0.4038872432
857	0.4038817191
858	0.4038766314
859	0.4038689334
860	0.4038651082
861	0.4038608268
862	0.4038547137
863	0.4038478894
864	0.4038440494
865	0.403839509
866	0.4038341076
867	0.4038281134
868	0.4038230631
869	0.403815196
870	0.4038115249
871	0.4038052092
872	0.4038017283
873	0.4037970361
874	0.4037914044
875	0.4037853519
876	0.4037804257
877	0.4037738568
878	0.4037686738
879	0.4037615682
880	0.4037573427
881	0.4037519498
882	0.4037460838
883	0.4037436362
884	0.4037406794
885	0.4037347516
886	0.40372888
887	0.4037228779
888	0.4037155661
889	0.4037096673
890	0.4037055377
891	0.4037009536
892	0.4036940135
893	0.4036893598
894	0.4036868202
895	0.4036830225
896	0.4036809632
897	0.4036756009
898	0.4036700072
899	0.4036663323
900	0.4036631964
901	0.4036567969
902	0.4036521293
903	0.4036471395
904	0.4036421127
905	0.4036359307
906	0.40363104
907	0.4036267625
908	0.4036218956
909	0.4036157666
910	0.4036096148
911	0.4036066307
912	0.4035991172
913	0.4035933051
914	0.4035868667
915	0.4035829975
916	0.4035770165
917	0.4035717512
918	0.4035678507
919	0.4035620372
920	0.4035560087
921	0.4035518312
922	0.4035474943
923	0.4035443075
924	0.4035410099
925	0.4035369391
926	0.403532446
927	0.4035291553
928	0.4035269213
929	0.403522433
930	0.4035179627
931	0.4035105816
932	0.4035084924
933	0.4035035673
934	0.4035005481
935	0.4034977975
936	0.4034922767
937	0.4034868571
938	0.4034820069
939	0.4034773813
940	0.4034717777
941	0.4034669611
942	0.4034623149
943	0.4034571933
944	0.4034535807
945	0.4034476162
946	0.4034434131
947	0.4034381667
948	0.4034345768
949	0.4034289894
950	0.4034222244
951	0.4034167176
952	0.4034108744
953	0.4034065942
954	0.4034009506
955	0.4033955117
956	0.4033911103
957	0.4033864885
958	0.4033814093
959	0.4033767349
960	0.4033717075
961	0.4033667424
962	0.4033614634
963	0.403357314
964	0.4033526628
965	0.4033478889
966	0.4033421742
967	0.4033377691
968	0.4033321034
969	0.4033275483
970	0.4033218342
971	0.4033154334
972	0.4033106956
973	0.4033061301
974	0.4033010029
975	0.4032973857
976	0.4032934484
977	0.4032915139
978	0.4032866514
979	0.4032810535
980	0.4032785992
981	0.4032740994
982	0.4032704772
983	0.4032631692
984	0.4032582981
985	0.4032548464
986	0.4032512653
987	0.4032463939
988	0.4032418803
989	0.4032387176
990	0.4032322067
991	0.4032273549
992	0.403222103
993	0.40321713
994	0.4032118917
995	0.4032071079
996	0.4032028263
997	0.4031993456
998	0.4031947427
999	0.4031897089
1000	0.4031854227
1001	0.4031821744
1002	0.4031775128
1003	0.4031715089
1004	0.4031673708
1005	0.4031615368
1006	0.4031571049
1007	0.4031532709
1008	0.4031477171
1009	0.403144247
1010	0.4031393224
1011	0.4031339824
1012	0.4031309909
1013	0.4031295546
1014	0.4031258318
1015	0.4031214029
1016	0.4031178932
1017	0.4031132753
1018	0.4031087845
1019	0.4031029058
1020	0.4030972887
1021	0.4030939222
1022	0.4030915242
1023	0.4030878347
1024	0.4030839065
1025	0.4030782651
1026	0.4030719974
1027	0.4030669329
1028	0.4030615981
1029	0.4030584061
1030	0.4030544812
1031	0.4030491499
1032	0.4030437994
1033	0.4030389745
1034	0.4030328885
1035	0.4030272616
1036	0.4030225014
1037	0.4030174478
1038	0.4030141601
1039	0.4030086746
1040	0.4030028856
1041	0.4029976487
1042	0.4029934624
1043	0.402988722
1044	0.402985688
1045	0.4029802874
1046	0.4029757621
1047	0.4029693847
1048	0.4029643039
1049	0.4029591784
1050	0.4029544244
1051	0.4029494398
1052	0.4029447746
1053	0.4029403169
1054	0.4029357733
1055	0.402931995
1056	0.4029283097
1057	0.4029248287
1058	0.4029202774
1059	0.402915288
1060	0.4029114268
1061	0.4029064917
1062	0.4029006352
1063	0.4028970663
1064	0.4028927049
1065	0.4028881107
1066	0.4028843835
1067	0.4028808455
1068	0.4028756863
1069	0.402871283
1070	0.4028670452
1071	0.4028623516
1072	0.4028575234
1073	0.4028538339
1074	0.4028497321
1075	0.402846817
1076	0.4028411863
1077	0.4028367085
1078	0.4028324685
1079	0.4028274812
1080	0.4028232267
1081	0.4028191839
1082	0.4028146928
1083	0.4028098513
1084	0.4028059707
1085	0.402801096
1086	0.4027964844
1087	0.4027925707
1088	0.4027884307
1089	0.4027850739
1090	0.4027821103
1091	0.4027754002
1092	0.4027714272
1093	0.402765524
1094	0.4027608391
1095	0.4027557447
1096	0.4027502811
1097	0.4027464322
1098	0.4027439252
1099	0.4027402948
1100	0.4027375857
1101	0.4027342019
1102	0.4027297522
1103	0.4027261535
1104	0.402721118
1105	0.4027172578
1106	0.4027118816
1107	0.4027071748
1108	0.4027023865
1109	0.4026976352
1110	0.402693098
1111	0.4026892158
1112	0.4026849022
1113	0.4026810853
1114	0.4026780136
1115	0.4026733626
1116	0.4026685521
1117	0.4026636515
1118	0.4026576194
1119	0.4026554658
1120	0.4026509505
1121	0.402647624
1122	0.4026424993
1123	0.4026380416
1124	0.402634756
1125	0.4026309871
1126	0.4026272935
1127	0.4026240149
1128	0.4026196941
1129	0.402616946
1130	0.4026140727
1131	0.4026088822
1132	0.4026057576
1133	0.4026030265
1134	0.4025995953
1135	0.402595356
1136	0.4025906954
1137	0.4025854121
1138	0.402582348
1139	0.4025765227
1140	0.4025721207
1141	0.4025687116
1142	0.4025634927
1143	0.4025593688
1144	0.4025561564
1145	0.4025524275
1146	0.4025480944
1147	0.4025431615
1148	0.4025411448
1149	0.4025380188
1150	0.4025327167
1151	0.4025268963
1152	0.4025219984
1153	0.4025188322
1154	0.4025139926
1155	0.4025104092
1156	0.402507651
1157	0.4025029621
1158	0.4024972231
1159	0.4024923794
1160	0.4024874402
1161	0.4024828502
1162	0.4024814482
1163	0.4024777572
1164	0.4024732998
1165	0.4024691018
1166	0.4024671356
1167	0.4024631198
1168	0.4024587921
1169	0.4024534952
1170	0.402448937
1171	0.4024451945
1172	0.4024412909
1173	0.4024365876
1174	0.4024317705
1175	0.4024271617
1176	0.4024225686
1177	0.4024175687
1178	0.4024150088
1179	0.4024115163
1180	0.4024068308
1181	0.4024022585
1182	0.4023984183
1183	0.4023926052
1184	0.4023879594
1185	0.4023833435
1186	0.4023791125
1187	0.4023750146
1188	0.4023721322
1189	0.4023677443
1190	0.4023644333
1191	0.402361983
1192	0.4023591224
1193	0.4023548679
1194	0.4023519277
1195	0.4023479331
1196	0.4023431713
1197	0.4023388946
1198	0.4023349405
1199	0.4023299096
1200	0.4023262239
1201	0.4023212533
1202	0.4023186502
1203	0.402313876
1204	0.4023093538
1205	0.4023053764
1206	0.402302735
1207	0.4022999441
1208	0.4022949289
1209	0.4022916915
1210	0.4022877928
1211	0.4022843099
1212	0.4022797905
1213	0.402275697
1214	0.4022717231
1215	0.4022685236
1216	0.40226392
1217	0.4022596568
1218	0.4022570108
1219	0.4022544715
1220	0.4022512515
1221	0.4022469769
1222	0.4022441349
1223	0.4022398496
1224	0.4022361564
1225	0.4022320802
1226	0.402227718
1227	0.4022248324
1228	0.4022223703
1229	0.4022192678
1230	0.4022134279
1231	0.4022065691
1232	0.4022036438
1233	0.4021997573
1234	0.4021956703
1235	0.4021911886
1236	0.4021881554
1237	0.4021848634
1238	0.4021809744
1239	0.402177757
1240	0.4021759925
1241	0.4021723873
1242	0.4021685997
1243	0.4021649503
1244	0.402162592
1245	0.4021591777
1246	0.4021552265
1247	0.4021520178
1248	0.4021493219
1249	0.4021443073
1250	0.4021418868
1251	0.4021387035
1252	0.4021347843
1253	0.4021313858
1254	0.4021280553
1255	0.402125024
1256	0.4021213604
1257	0.4021187084
1258	0.4021141
1259	0.4021093715
1260	0.4021050424
1261	0.4021022851
1262	0.402098224
1263	0.4020944048
1264	0.4020911398
1265	0.40208728
1266	0.4020836379
1267	0.4020804656
1268	0.4020771166
1269	0.4020729179
1270	0.4020698727
1271	0.4020651131
1272	0.4020608586
1273	0.4020576177
1274	0.4020526519
1275	0.4020492226
1276	0.402046339
1277	0.4020426134
1278	0.4020399801
1279	0.4020364638
1280	0.402032372
1281	0.4020288029
1282	0.4020252629
1283	0.4020214108
1284	0.4020179953
1285	0.4020135727
1286	0.4020085295
1287	0.4020071709
1288	0.402005053
1289	0.4020017703
1290	0.4019986529
1291	0.4019941851
1292	0.4019908638
1293	0.4019887636
1294	0.4019856374
1295	0.4019830555
1296	0.4019800162
1297	0.4019771905
1298	0.401973221
1299	0.4019692748
1300	0.4019644638
1301	0.4019606404
1302	0.401957384
1303	0.4019533176
1304	0.4019496295
1305	0.4019465991
1306	0.4019424682
1307	0.4019399009
1308	0.4019374829
1309	0.4019331122
1310	0.4019304021
1311	0.4019254588
1312	0.4019213231
1313	0.4019187932
1314	0.4019152732
1315	0.4019121126
1316	0.4019091435
1317	0.4019073649
1318	0.4019029588
1319	0.4018985818
1320	0.4018944902
1321	0.4018917211
1322	0.4018890805
1323	0.4018851977
1324	0.401883279
1325	0.401876988
1326	0.4018743908
1327	0.4018704116
1328	0.4018676648
1329	0.4018630659
1330	0.4018597941
1331	0.4018578548
1332	0.4018543424
1333	0.4018491279
1334	0.4018454986
1335	0.401842898
1336	0.4018404659
1337	0.4018370848
1338	0.4018350864
1339	0.4018309486
1340	0.4018258988
1341	0.4018227241
1342	0.4018192112
1343	0.4018168637
1344	0.4018122809
1345	0.4018091584
1346	0.4018064817
1347	0.4018034139
1348	0.401799677
1349	0.401796512
1350	0.4017936181
1351	0.4017899783
1352	0.4017857061
1353	0.4017838326
1354	0.4017799408
1355	0.4017761594
1356	0.4017734877
1357	0.4017687179
1358	0.4017658112
1359	0.4017617149
1360	0.401758285
1361	0.4017553357
1362	0.4017522625
1363	0.4017482367
1364	0.4017449978
1365	0.4017434346
1366	0.4017397192
1367	0.4017364913
1368	0.4017337673
1369	0.4017315759
1370	0.4017297178
1371	0.4017251889
1372	0.4017226079
1373	0.401718513
1374	0.4017159434
1375	0.4017135526
1376	0.4017100778
1377	0.4017062372
1378	0.4017035619
1379	0.4016997936
1380	0.4016973419
1381	0.4016947604
1382	0.4016903592
1383	0.4016874162
1384	0.4016860046
1385	0.4016825841
1386	0.4016802671
1387	0.4016755984
1388	0.4016726026
1389	0.4016706199
1390	0.4016679848
1391	0.4016636866
1392	0.4016614816
1393	0.4016577287
1394	0.4016535214
1395	0.4016509775
1396	0.401649005
1397	0.4016457188
1398	0.4016413451
1399	0.4016374966
1400	0.4016348991
1401	0.4016331869
1402	0.4016284643
1403	0.4016237397
1404	0.401619294
1405	0.4016157934
1406	0.4016136656
1407	0.4016109914
1408	0.4016069484
1409	0.4016027532
1410	0.4015993011
1411	0.4015955694
1412	0.4015927378
1413	0.4015891765
1414	0.4015851791
1415	0.4015811468
1416	0.4015776159
1417	0.401574892
1418	0.4015715102
1419	0.4015672995
1420	0.4015650628
1421	0.4015627011
1422	0.4015603669
1423	0.4015562743
1424	0.4015530736
1425	0.4015484556
1426	0.4015447378
1427	0.4015408318
1428	0.4015391527
1429	0.4015353827
1430	0.4015316489
1431	0.4015281308
1432	0.4015238138
1433	0.4015205643
1434	0.4015176658
1435	0.4015146531
1436	0.4015132476
1437	0.4015104365
1438	0.4015063666
1439	0.4015038403
1440	0.4015011638
1441	0.4014992154
1442	0.4014953705
1443	0.4014921218
1444	0.4014878029
1445	0.4014852628
1446	0.4014814444
1447	0.40147666
1448	0.4014727676
1449	0.4014713355
1450	0.4014690022
1451	0.4014646822
1452	0.4014602643
1453	0.4014561006
1454	0.4014523011
1455	0.4014499015
1456	0.4014473312
1457	0.4014450022
1458	0.4014433744
1459	0.4014399553
1460	0.401436382
1461	0.4014328258
1462	0.4014304881
1463	0.4014268307
1464	0.401423508
1465	0.4014205629
1466	0.4014177698
1467	0.401414062
1468	0.401410513
1469	0.4014044207
1470	0.4014007122
1471	0.4013959145
1472	0.4013912913
1473	0.4013872028
1474	0.4013840551
1475	0.4013808616
1476	0.4013778709
1477	0.401373619
1478	0.4013702216
1479	0.4013660754
1480	0.4013634934
1481	0.4013600564
1482	0.4013562947
1483	0.4013515968
1484	0.4013468808
1485	0.4013421871
1486	0.4013385763
1487	0.4013342556
1488	0.4013327198
1489	0.4013294023
1490	0.4013251646
1491	0.4013224187
1492	0.4013190882
1493	0.4013149411
1494	0.4013119338
1495	0.4013104404
1496	0.4013077107
1497	0.4013040497
1498	0.4013001358
1499	0.4012984423
1500	0.4012961534
1501	0.401293068
1502	0.4012892739
1503	0.4012853271
1504	0.4012819539
1505	0.4012799301
1506	0.4012762659
1507	0.4012735468
1508	0.4012713017
1509	0.4012687954
1510	0.4012650194
1511	0.4012605579
