iter	Passed	Remaining
409	5498	21325
410	5510	21305
411	5523	21290
412	5544	21305
413	5554	21280
414	5565	21255
415	5575	21230
416	5586	21206
417	5597	21186
418	5612	21179
419	5627	21170
420	5638	21149
421	5650	21130
422	5661	21107
423	5679	21112
424	5690	21088
425	5710	21101
426	5721	21078
427	5732	21055
428	5744	21034
429	5755	21012
430	5766	20992
431	5777	20969
432	5787	20945
433	5798	20921
434	5809	20900
435	5821	20881
436	5831	20858
437	5843	20840
438	5854	20818
439	5867	20802
440	5878	20782
441	5890	20762
442	5901	20741
443	5912	20721
444	5923	20698
445	5934	20679
446	5946	20659
447	5958	20640
448	5969	20619
449	5980	20599
450	5994	20590
451	6006	20569
452	6034	20609
453	6046	20588
454	6057	20569
455	6069	20550
456	6080	20529
457	6091	20509
458	6102	20489
459	6113	20466
460	6124	20444
461	6135	20424
462	6158	20444
463	6168	20421
464	6180	20402
465	6191	20382
466	6203	20363
467	6214	20341
468	6224	20320
469	6235	20298
470	6246	20278
471	6258	20259
472	6268	20237
473	6282	20225
474	6293	20205
475	6319	20233
476	6330	20214
477	6341	20192
478	6352	20171
479	6364	20153
480	6386	20170
481	6398	20150
482	6410	20134
483	6433	20150
484	6471	20213
485	6482	20194
486	6493	20172
487	6503	20151
488	6517	20138
489	6529	20121
490	6554	20144
491	6565	20123
492	6601	20178
493	6611	20156
494	6631	20163
495	6643	20143
496	6654	20124
497	6665	20104
498	6676	20082
499	6686	20060
500	6707	20069
501	6729	20081
502	6740	20059
503	6752	20044
504	6763	20023
505	6774	20002
506	6786	19986
507	6797	19965
508	6808	19943
509	6818	19921
510	6830	19903
511	6842	19885
512	6853	19866
513	6865	19848
514	6878	19834
515	6890	19817
516	6907	19815
517	6926	19817
518	6938	19799
519	6961	19814
520	6993	19851
521	7004	19832
522	7015	19812
523	7027	19794
524	7060	19837
525	7076	19830
526	7091	19821
527	7106	19813
528	7117	19790
529	7127	19768
530	7138	19749
531	7149	19728
532	7193	19797
533	7204	19778
534	7221	19775
535	7232	19755
536	7243	19734
537	7254	19713
538	7265	19693
539	7307	19758
540	7319	19738
541	7330	19718
542	7341	19697
543	7358	19693
544	7369	19673
545	7380	19654
546	7404	19667
547	7414	19646
548	7425	19624
549	7436	19604
550	7457	19610
551	7468	19590
552	7478	19569
553	7489	19548
554	7502	19532
555	7513	19512
556	7525	19497
557	7555	19525
558	7567	19506
559	7577	19484
560	7602	19499
561	7618	19492
562	7633	19483
563	7670	19530
564	7681	19510
565	7692	19490
566	7703	19469
567	7714	19448
568	7724	19427
569	7754	19453
570	7765	19433
571	7775	19411
572	7786	19391
573	7800	19379
574	7816	19372
575	7829	19355
576	7839	19334
577	7850	19314
578	7861	19294
579	7873	19275
580	7885	19259
581	7896	19238
582	7906	19217
583	7917	19196
584	7929	19180
585	7940	19160
586	7968	19180
587	7978	19160
588	7998	19161
589	8013	19151
590	8024	19131
591	8035	19111
592	8046	19091
593	8058	19073
594	8069	19054
595	8081	19038
596	8093	19019
597	8103	18998
598	8114	18978
599	8128	18965
600	8149	18971
601	8161	18952
602	8171	18930
603	8196	18944
604	8211	18935
605	8222	18914
606	8233	18895
607	8244	18875
608	8255	18855
609	8266	18835
610	8279	18822
611	8290	18802
612	8301	18782
613	8326	18796
614	8337	18775
615	8363	18791
616	8394	18816
617	8407	18800
618	8417	18778
619	8441	18789
620	8461	18789
621	8472	18769
622	8482	18749
623	8494	18730
624	8521	18747
625	8531	18726
626	8542	18706
627	8561	18703
628	8601	18747
629	8621	18747
630	8631	18726
631	8680	18790
632	8691	18768
633	8701	18748
634	8712	18727
635	8724	18710
636	8735	18692
637	8760	18701
638	8771	18681
639	8781	18661
640	8793	18642
641	8804	18624
642	8819	18613
643	8839	18612
644	8850	18593
645	8879	18610
646	8899	18609
647	8919	18610
648	8929	18589
649	8942	18573
650	8958	18564
651	8971	18549
652	8982	18529
653	8994	18510
654	9004	18489
655	9019	18479
656	9030	18459
657	9041	18440
658	9053	18423
659	9064	18402
660	9074	18382
661	9085	18362
662	9097	18345
663	9108	18326
664	9138	18345
665	9148	18324
666	9159	18306
667	9171	18288
668	9183	18270
669	9193	18250
670	9207	18236
671	9218	18217
672	9228	18197
673	9239	18176
674	9256	18170
675	9269	18154
676	9280	18135
677	9291	18116
678	9316	18124
679	9327	18106
680	9337	18086
681	9349	18069
682	9361	18051
683	9372	18032
684	9384	18015
685	9395	17996
686	9407	17978
687	9417	17959
688	9428	17939
689	9438	17920
690	9450	17902
691	9474	17908
692	9485	17889
693	9513	17903
694	9524	17884
695	9535	17864
696	9546	17845
697	9558	17830
698	9570	17813
699	9583	17798
700	9595	17780
701	9605	17760
702	9616	17741
703	9627	17722
704	9637	17702
705	9648	17684
706	9658	17664
707	9669	17645
708	9681	17629
709	9693	17611
710	9731	17643
711	9742	17623
712	9772	17640
713	9791	17636
714	9804	17620
715	9816	17603
716	9827	17584
717	9852	17591
718	9868	17581
719	9883	17571
720	9896	17555
721	9936	17587
722	9947	17569
723	9957	17549
724	9998	17583
725	10009	17564
726	10020	17545
727	10033	17530
728	10050	17523
729	10061	17504
730	10072	17485
731	10096	17490
732	10112	17479
733	10134	17480
734	10145	17461
735	10165	17457
736	10175	17438
737	10187	17420
738	10198	17401
739	10208	17381
740	10218	17362
741	10247	17374
742	10258	17355
743	10269	17337
744	10280	17317
745	10298	17311
746	10309	17292
747	10319	17273
748	10344	17278
749	10355	17259
750	10366	17240
751	10377	17221
752	10387	17202
753	10398	17183
754	10408	17164
755	10420	17146
756	10431	17127
757	10441	17108
758	10451	17089
759	10462	17070
760	10473	17051
761	10484	17033
762	10495	17016
763	10511	17005
764	10522	16987
765	10533	16969
766	10545	16951
767	10556	16933
768	10579	16935
769	10590	16917
770	10600	16897
771	10612	16880
772	10622	16861
773	10641	16855
774	10652	16838
775	10678	16843
776	10689	16824
777	10700	16806
778	10711	16789
779	10725	16775
780	10735	16756
781	10746	16738
782	10772	16743
783	10792	16739
784	10803	16721
785	10814	16703
786	10826	16686
787	10874	16725
788	10885	16707
789	10895	16688
790	10906	16670
791	10917	16651
792	10927	16632
793	10951	16633
794	10961	16615
795	10972	16597
796	10983	16579
797	10995	16561
798	11006	16544
799	11017	16525
800	11030	16511
801	11040	16492
802	11066	16496
803	11081	16484
804	11092	16465
805	11103	16448
806	11127	16450
807	11139	16433
808	11150	16415
809	11160	16396
810	11171	16379
811	11185	16365
812	11196	16346
813	11206	16328
814	11217	16309
815	11227	16291
816	11244	16282
817	11263	16276
818	11274	16258
819	11286	16241
820	11297	16223
821	11307	16205
822	11318	16186
823	11329	16168
824	11339	16150
825	11349	16131
826	11360	16113
827	11372	16096
828	11382	16078
829	11393	16060
830	11403	16042
831	11413	16023
832	11424	16005
833	11435	15988
834	11446	15970
835	11457	15953
836	11468	15935
837	11491	15934
838	11507	15924
839	11519	15907
840	11530	15889
841	11560	15898
842	11570	15880
843	11581	15862
844	11591	15844
845	11602	15826
846	11637	15841
847	11648	15823
848	11658	15806
849	11669	15788
850	11681	15772
851	11692	15754
852	11702	15735
853	11712	15717
854	11723	15700
855	11734	15682
856	11745	15665
857	11756	15647
858	11773	15638
859	11789	15627
860	11804	15615
861	11815	15598
862	11825	15580
863	11852	15583
864	11863	15565
865	11874	15548
866	11884	15530
867	11895	15513
868	11906	15496
869	11918	15480
870	11929	15463
871	11940	15445
872	11965	15447
873	11977	15430
874	11987	15413
875	11998	15395
876	12010	15379
877	12021	15362
878	12033	15345
879	12044	15329
880	12062	15320
881	12073	15303
882	12100	15306
883	12110	15289
884	12121	15271
885	12132	15254
886	12143	15237
887	12155	15221
888	12166	15204
889	12182	15193
890	12193	15176
891	12204	15159
892	12215	15142
893	12225	15125
894	12236	15107
895	12247	15090
896	12258	15073
897	12268	15056
898	12279	15038
899	12290	15021
900	12300	15003
901	12311	14986
902	12323	14970
903	12333	14953
904	12344	14936
905	12355	14918
906	12366	14902
907	12380	14888
908	12392	14873
909	12402	14855
910	12421	14848
911	12442	14843
912	12453	14826
913	12465	14811
914	12479	14797
915	12489	14780
916	12500	14763
917	12511	14746
918	12522	14729
919	12532	14712
920	12544	14696
921	12555	14680
922	12565	14662
923	12576	14645
924	12587	14628
925	12597	14610
926	12610	14596
927	12621	14579
928	12632	14563
929	12643	14547
930	12654	14530
931	12676	14526
932	12688	14510
933	12699	14493
934	12710	14477
935	12720	14460
936	12732	14444
937	12743	14428
938	12755	14412
939	12766	14396
940	12777	14380
941	12789	14364
942	12800	14348
943	12830	14352
944	12841	14336
945	12852	14320
946	12863	14302
947	12873	14285
948	12884	14269
949	12895	14253
950	12906	14236
951	12928	14232
952	12938	14214
953	12949	14198
954	12960	14181
955	12988	14183
956	12998	14166
957	13009	14149
958	13019	14132
959	13030	14116
960	13047	14106
961	13058	14090
962	13087	14093
963	13097	14076
964	13108	14059
965	13119	14043
966	13147	14044
967	13157	14027
968	13207	14052
969	13227	14045
970	13238	14028
971	13266	14031
972	13277	14014
973	13288	13997
974	13299	13981
975	13310	13964
976	13326	13954
977	13337	13937
978	13349	13922
979	13366	13911
980	13380	13898
981	13392	13883
982	13406	13870
983	13417	13854
984	13429	13838
985	13472	13855
986	13483	13838
987	13494	13822
988	13519	13820
989	13533	13806
990	13544	13790
991	13557	13776
992	13568	13759
993	13578	13742
994	13590	13726
995	13600	13710
996	13657	13739
997	13671	13725
998	13688	13716
999	13699	13699
1000	13710	13683
1001	13721	13666
1002	13733	13650
1003	13745	13636
1004	13757	13621
1005	13770	13606
1006	13783	13591
1007	13795	13576
1008	13814	13568
1009	13825	13551
1010	13836	13535
1011	13848	13520
1012	13859	13504
1013	13870	13487
1014	13882	13471
1015	13892	13455
1016	13903	13438
1017	13914	13422
1018	13935	13415
1019	13946	13399
1020	13956	13382
1021	13967	13365
1022	13977	13349
1023	13988	13332
1024	13999	13316
1025	14010	13300
1026	14020	13283
1027	14031	13267
1028	14041	13250
1029	14053	13235
1030	14064	13218
1031	14074	13201
1032	14085	13186
1033	14096	13169
1034	14107	13153
1035	14118	13137
1036	14147	13137
1037	14158	13121
1038	14187	13122
1039	14206	13113
1040	14217	13097
1041	14227	13080
1042	14253	13077
1043	14264	13062
1044	14275	13045
1045	14316	13057
1046	14332	13045
1047	14343	13029
1048	14354	13013
1049	14365	12997
1050	14376	12981
1051	14388	12965
1052	14399	12950
1053	14411	12934
1054	14422	12918
1055	14440	12909
1056	14452	12893
1057	14463	12877
1058	14474	12861
1059	14485	12845
1060	14497	12830
1061	14508	12814
1062	14519	12798
1063	14549	12799
1064	14565	12787
1065	14576	12771
1066	14587	12755
1067	14598	12739
1068	14609	12723
1069	14628	12714
1070	14638	12697
1071	14649	12681
1072	14660	12665
1073	14672	12650
1074	14683	12634
1075	14694	12618
1076	14720	12615
1077	14732	12600
1078	14751	12591
1079	14762	12575
1080	14773	12559
1081	14798	12555
1082	14808	12538
1083	14819	12522
1084	14829	12506
1085	14846	12495
1086	14862	12483
1087	14872	12466
1088	14886	12452
1089	14896	12436
1090	14907	12420
1091	14918	12404
1092	14928	12388
1093	14939	12372
1094	14950	12356
1095	14961	12340
1096	14972	12324
1097	14983	12308
1098	14994	12292
1099	15004	12276
1100	15015	12260
1101	15038	12254
1102	15050	12239
1103	15060	12223
1104	15102	12232
1105	15113	12216
1106	15123	12199
1107	15133	12183
1108	15144	12167
1109	15156	12152
1110	15167	12136
1111	15177	12119
1112	15187	12103
1113	15197	12087
1114	15219	12080
1115	15230	12064
1116	15241	12048
1117	15252	12033
1118	15263	12017
1119	15275	12002
1120	15286	11986
1121	15299	11971
1122	15310	11956
1123	15320	11940
1124	15332	11924
1125	15342	11908
1126	15353	11893
1127	15365	11878
1128	15378	11864
1129	15389	11848
1130	15401	11833
1131	15412	11818
1132	15423	11802
1133	15444	11794
1134	15459	11781
1135	15469	11765
1136	15480	11750
1137	15493	11735
1138	15503	11719
1139	15514	11703
1140	15525	11687
1141	15535	11672
1142	15547	11656
1143	15558	11641
1144	15568	11625
1145	15579	11609
1146	15589	11593
1147	15600	11577
1148	15611	11562
1149	15621	11546
1150	15632	11530
1151	15642	11514
1152	15653	11498
1153	15664	11483
1154	15677	11469
1155	15717	11475
1156	15730	11461
1157	15741	11446
1158	15753	11431
1159	15765	11416
1160	15780	11403
1161	15796	11391
1162	15808	11376
1163	15826	11366
1164	15857	11365
1165	15873	11353
1166	15884	11338
1167	15902	11327
1168	15918	11315
1169	15930	11300
1170	15950	11292
1171	15966	11279
1172	15978	11265
1173	15989	11250
1174	16001	11235
1175	16012	11219
1176	16024	11205
1177	16037	11190
1178	16077	11195
1179	16090	11181
1180	16102	11166
1181	16113	11151
1182	16124	11136
1183	16140	11124
1184	16153	11109
1185	16165	11094
1186	16177	11079
1187	16219	11086
1188	16230	11070
1189	16241	11055
1190	16299	11071
1191	16310	11055
1192	16345	11057
1193	16356	11041
1194	16366	11025
1195	16377	11009
1196	16389	10994
1197	16399	10978
1198	16409	10962
1199	16420	10946
1200	16435	10934
1201	16446	10918
1202	16456	10902
1203	16468	10887
1204	16478	10871
1205	16489	10856
1206	16560	10879
1207	16570	10864
1208	16582	10848
1209	16623	10853
1210	16636	10838
1211	16647	10823
1212	16658	10808
1213	16669	10792
1214	16681	10777
1215	16694	10763
1216	16705	10748
1217	16717	10732
1218	16751	10732
1219	16798	10740
1220	16810	10724
1221	16820	10709
1222	16831	10693
1223	16842	10677
1224	16852	10661
1225	16863	10646
1226	16874	10630
1227	16884	10614
1228	16896	10599
1229	16907	10584
1230	16917	10568
1231	16928	10553
1232	16954	10547
1233	16965	10531
1234	16976	10515
1235	16986	10499
1236	16996	10483
1237	17007	10468
1238	17018	10452
1239	17028	10436
1240	17039	10421
1241	17049	10405
1242	17060	10390
1243	17071	10374
1244	17082	10359
1245	17093	10343
1246	17104	10328
1247	17115	10313
1248	17125	10297
1249	17136	10281
1250	17146	10265
1251	17156	10250
1252	17167	10234
1253	17177	10218
1254	17188	10203
1255	17199	10188
1256	17209	10172
1257	17220	10157
1258	17230	10141
1259	17242	10126
1260	17267	10119
1261	17277	10103
1262	17299	10094
1263	17309	10079
1264	17320	10063
1265	17330	10048
1266	17341	10032
1267	17351	10016
1268	17363	10002
1269	17373	9986
1270	17384	9971
1271	17394	9955
1272	17405	9939
1273	17417	9925
1274	17427	9909
1275	17438	9894
1276	17448	9878
1277	17460	9864
1278	17470	9848
1279	17482	9833
1280	17493	9818
1281	17533	9819
1282	17544	9804
1283	17554	9789
1284	17565	9773
1285	17575	9757
1286	17585	9742
1287	17595	9726
1288	17617	9717
1289	17628	9702
1290	17640	9687
1291	17650	9672
1292	17661	9657
1293	17672	9641
1294	17682	9626
1295	17693	9611
1296	17704	9596
1297	17715	9581
1298	17726	9565
1299	17736	9550
1300	17747	9535
1301	17758	9520
1302	17785	9513
1303	17794	9497
1304	17805	9482
1305	17815	9466
1306	17825	9451
1307	17835	9436
1308	17846	9420
1309	17856	9405
1310	17866	9389
1311	17876	9374
1312	17887	9359
1313	17898	9344
1314	17909	9329
1315	17919	9313
1316	17929	9298
1317	17967	9297
1318	17977	9281
1319	17988	9266
1320	17998	9251
1321	18009	9236
1322	18020	9221
1323	18030	9206
1324	18046	9193
1325	18062	9180
1326	18073	9165
1327	18084	9151
1328	18095	9136
1329	18107	9121
1330	18119	9107
1331	18131	9092
1332	18141	9077
1333	18152	9062
1334	18162	9047
1335	18185	9038
1336	18195	9023
1337	18206	9007
1338	18216	8992
1339	18227	8977
1340	18237	8962
1341	18247	8946
1342	18257	8931
1343	18268	8916
1344	18278	8901
1345	18289	8886
1346	18309	8876
1347	18325	8863
1348	18335	8848
1349	18345	8833
1350	18355	8817
1351	18366	8802
1352	18375	8787
1353	18401	8779
1354	18412	8764
1355	18422	8749
1356	18432	8734
1357	18443	8719
1358	18453	8703
1359	18463	8688
1360	18474	8673
1361	18491	8661
1362	18501	8646
1363	18511	8631
1364	18522	8616
1365	18532	8601
1366	18543	8586
1367	18553	8571
1368	18563	8556
1369	18573	8541
1370	18584	8526
1371	18594	8511
1372	18605	8496
1373	18615	8481
1374	18625	8466
1375	18636	8451
1376	18657	8441
1377	18668	8426
1378	18680	8412
1379	18692	8397
1380	18718	8390
1381	18728	8375
1382	18739	8360
1383	18749	8345
1384	18761	8330
1385	18772	8316
1386	18783	8301
1387	18797	8288
1388	18808	8273
1389	18820	8259
1390	18845	8250
1391	18855	8235
1392	18866	8221
1393	18908	8220
1394	18919	8205
1395	18930	8190
1396	18941	8175
1397	18954	8161
1398	18966	8147
1399	18977	8133
1400	18987	8118
1401	18998	8103
1402	19009	8088
1403	19020	8074
1404	19031	8059
1405	19041	8044
1406	19052	8029
1407	19078	8021
1408	19090	8007
1409	19100	7992
1410	19142	7990
1411	19152	7975
1412	19164	7961
1413	19175	7946
1414	19186	7932
1415	19196	7917
1416	19221	7908
1417	19231	7893
1418	19242	7878
1419	19252	7863
1420	19263	7849
1421	19273	7834
1422	19284	7819
1423	19294	7804
1424	19305	7789
1425	19315	7774
1426	19325	7759
1427	19336	7745
1428	19347	7730
1429	19366	7719
1430	19376	7704
1431	19386	7689
1432	19397	7675
1433	19407	7660
1434	19418	7645
1435	19428	7630
1436	19439	7616
1437	19449	7601
1438	19460	7586
1439	19470	7572
1440	19498	7563
1441	19508	7549
1442	19519	7534
1443	19561	7532
1444	19572	7517
1445	19607	7512
1446	19619	7497
1447	19631	7483
1448	19654	7473
1449	19669	7460
1450	19680	7446
1451	19691	7431
1452	19703	7417
1453	19714	7402
1454	19724	7388
1455	19734	7373
1456	19745	7358
1457	19756	7344
1458	19767	7329
1459	19778	7315
1460	19789	7300
1461	19799	7285
1462	19810	7271
1463	19820	7256
1464	19830	7241
1465	19841	7227
1466	19851	7212
1467	19862	7198
1468	19872	7183
1469	19883	7168
1470	19893	7154
1471	19904	7139
1472	19914	7124
1473	19925	7110
1474	19935	7095
1475	19946	7081
1476	19957	7066
1477	19975	7054
1478	19986	7040
1479	19996	7025
1480	20006	7011
1481	20016	6996
1482	20027	6982
1483	20038	6967
1484	20048	6952
1485	20058	6938
1486	20069	6923
1487	20079	6908
1488	20089	6894
1489	20099	6879
1490	20110	6865
1491	20148	6860
1492	20158	6845
1493	20169	6831
1494	20195	6821
1495	20206	6807
1496	20217	6793
1497	20227	6778
1498	20237	6763
1499	20248	6749
1500	20259	6735
1501	20269	6720
1502	20280	6706
1503	20290	6691
1504	20300	6676
1505	20310	6662
1506	20321	6648
1507	20331	6633
1508	20342	6618
1509	20353	6604
1510	20363	6590
1511	20373	6575
1512	20384	6561
1513	20404	6550
1514	20415	6535
1515	20425	6521
1516	20435	6506
1517	20446	6492
1518	20458	6478
1519	20468	6463
1520	20479	6449
1521	20490	6435
1522	20500	6420
1523	20510	6406
1524	20521	6391
1525	20533	6377
1526	20545	6363
1527	20588	6359
1528	20598	6345
1529	20609	6330
1530	20620	6316
1531	20632	6302
1532	20642	6288
1533	20655	6274
1534	20666	6260
1535	20677	6246
1536	20688	6232
1537	20718	6223
1538	20728	6209
1539	20739	6194
1540	20751	6180
1541	20761	6166
1542	20771	6152
1543	20781	6137
1544	20792	6123
1545	20802	6108
1546	20812	6094
1547	20823	6080
1548	20833	6065
1549	20844	6051
1550	20854	6037
1551	20865	6022
1552	20875	6008
1553	20885	5994
1554	20895	5979
1555	20905	5965
1556	20915	5951
1557	20925	5936
1558	20938	5922
1559	20949	5908
1560	20959	5894
1561	20969	5880
1562	20980	5866
1563	20990	5851
1564	21000	5837
1565	21011	5823
1566	21022	5808
1567	21032	5794
1568	21042	5780
1569	21052	5765
1570	21063	5751
1571	21073	5737
1572	21093	5726
1573	21104	5711
1574	21114	5697
1575	21125	5683
1576	21139	5670
1577	21155	5657
1578	21166	5643
1579	21176	5629
1580	21186	5614
1581	21197	5600
1582	21207	5586
1583	21217	5572
1584	21227	5558
1585	21237	5543
1586	21248	5529
1587	21259	5515
1588	21270	5501
1589	21280	5487
1590	21290	5473
1591	21301	5459
1592	21311	5444
1593	21322	5430
1594	21332	5416
1595	21343	5402
1596	21353	5388
1597	21363	5374
1598	21373	5360
1599	21399	5349
1600	21410	5335
1601	21420	5321
1602	21430	5307
1603	21440	5293
1604	21450	5279
1605	21460	5265
1606	21471	5250
1607	21481	5236
1608	21491	5222
1609	21501	5208
1610	21511	5194
1611	21524	5180
1612	21535	5166
1613	21545	5152
1614	21555	5138
1615	21565	5124
1616	21576	5110
1617	21586	5096
1618	21597	5082
1619	21612	5069
1620	21625	5056
1621	21636	5042
1622	21648	5028
1623	21659	5014
1624	21677	5002
1625	21688	4988
1626	21698	4974
1627	21709	4960
1628	21720	4946
1629	21732	4933
1630	21742	4919
1631	21752	4904
1632	21763	4891
1633	21774	4877
1634	21784	4863
1635	21794	4849
1636	21804	4835
1637	21814	4821
1638	21825	4807
1639	21835	4793
1640	21846	4779
1641	21856	4765
1642	21866	4751
1643	21876	4737
1644	21887	4723
1645	21897	4709
1646	21908	4695
1647	21919	4681
1648	21930	4668
1649	21941	4654
1650	21952	4640
1651	21963	4626
1652	21974	4612
1653	21984	4598
1654	21995	4585
1655	22005	4571
1656	22015	4557
1657	22026	4543
1658	22037	4529
1659	22047	4515
1660	22057	4501
1661	22068	4487
1662	22078	4474
1663	22088	4460
1664	22098	4446
1665	22110	4432
1666	22121	4419
1667	22132	4405
1668	22142	4391
1669	22152	4377
1670	22163	4363
1671	22176	4350
