iter	Logloss
364	0.3745901731
365	0.3743976574
366	0.3743336224
367	0.3743012114
368	0.3740648192
369	0.3739880561
370	0.3738894589
371	0.3738592302
372	0.3737625467
373	0.373750934
374	0.3736946706
375	0.3736713818
376	0.37352068
377	0.3733293545
378	0.3733015906
379	0.3731152995
380	0.3730737591
381	0.372934092
382	0.3729340184
383	0.3728841488
384	0.3727537564
385	0.3726580197
386	0.3726489825
387	0.3725196097
388	0.3724177198
389	0.3724013234
390	0.3722355793
391	0.372095667
392	0.3720883237
393	0.3720883132
394	0.3719455593
395	0.3718139647
396	0.3716518032
397	0.3716355623
398	0.3716241755
399	0.3715094307
400	0.3713921553
401	0.3712431394
402	0.3711511267
403	0.3710803972
404	0.3709875134
405	0.3708788156
406	0.3708566729
407	0.3707269908
408	0.3706227447
409	0.3705056321
410	0.3703871955
411	0.3703206526
412	0.3702847237
413	0.3702294778
414	0.3702214572
415	0.3700773017
416	0.3699248953
417	0.3698023315
418	0.3696928526
419	0.3695111692
420	0.3693090871
421	0.369237399
422	0.3691207882
423	0.3690934178
424	0.3690295893
425	0.3689166386
426	0.368825332
427	0.3686740817
428	0.3686703189
429	0.3686036717
430	0.3684560586
431	0.368292982
432	0.3682188065
433	0.368215766
434	0.3681990374
435	0.3681215056
436	0.3680214946
437	0.3680043476
438	0.3679579178
439	0.3678579265
440	0.3677411106
441	0.367624449
442	0.3675138659
443	0.3674699854
444	0.3673278594
445	0.3672134894
446	0.3669317098
447	0.3668537304
448	0.3667932771
449	0.3666319666
450	0.3664994101
451	0.3663981947
452	0.3662820788
453	0.3661334703
454	0.3660267601
455	0.3659126398
456	0.3658441
457	0.3657228582
458	0.3656267417
459	0.3655139277
460	0.3654091087
461	0.3653949125
462	0.3653783959
463	0.3652519758
464	0.3651887609
465	0.3650552041
466	0.3650100536
467	0.3648997103
468	0.3648209026
469	0.3646873329
470	0.364549306
471	0.3644290011
472	0.3643928158
473	0.3642189042
474	0.3640967793
475	0.3639221549
476	0.3638985088
477	0.3638808014
478	0.3637770301
479	0.3636272432
480	0.3633794385
481	0.3632395422
482	0.3631343697
483	0.3631133391
484	0.3630416939
485	0.3629211158
486	0.3628369331
487	0.3627215311
488	0.3625603295
489	0.3625383744
490	0.3624993724
491	0.3624967942
492	0.3624865016
493	0.3623820607
494	0.3622595468
495	0.3621690253
496	0.3620955647
497	0.3620785056
498	0.3619527057
499	0.3619114918
500	0.3618176475
501	0.3618104326
502	0.361692245
503	0.3615640522
504	0.3614819975
505	0.3613615232
506	0.3613110917
507	0.3612059906
508	0.3611959946
509	0.3611111552
510	0.3609946326
511	0.3609326515
512	0.3607170911
513	0.3606905215
514	0.3606806016
515	0.3606583539
516	0.3605906436
517	0.3604851362
518	0.3604745317
519	0.3603591333
520	0.3602750775
521	0.3602601163
522	0.3601475117
523	0.3600351063
524	0.3599891644
525	0.3598797949
526	0.359780315
527	0.3596835345
528	0.3595593463
529	0.3594288436
530	0.3593239002
531	0.3592405529
532	0.3591338727
533	0.3591274668
534	0.359055993
535	0.3589635295
536	0.3589610984
537	0.3589601992
538	0.3587706232
539	0.3586628071
540	0.3585657726
541	0.3584132791
542	0.3583423345
543	0.3582954088
544	0.3581732487
545	0.3581547777
546	0.3580764867
547	0.3580709118
548	0.3580263773
549	0.3580077152
550	0.3580068923
551	0.357879374
552	0.3578525937
553	0.357752096
554	0.3576865314
555	0.3575982403
556	0.3575235776
557	0.3574480101
558	0.3574252429
559	0.3573232055
560	0.3573231999
561	0.3572821697
562	0.3572405316
563	0.3571321685
564	0.3570862231
565	0.3570100777
566	0.3569300103
567	0.3568265058
568	0.3567950432
569	0.3567806048
570	0.3567767928
571	0.35677169
572	0.356669398
573	0.3565865203
574	0.3564510044
575	0.3564353034
576	0.3564141199
577	0.3562877525
578	0.3562648416
579	0.3561163166
580	0.3560872379
581	0.3560252012
582	0.3560197924
583	0.3559691486
584	0.3559452081
585	0.3558869517
586	0.3558847072
587	0.3558146467
588	0.3557035218
589	0.3556329594
590	0.3556231521
591	0.3554477668
592	0.3553416326
593	0.3552204993
594	0.3550929681
595	0.3550811865
596	0.3550407377
597	0.3550348384
598	0.3549530253
599	0.3548802673
600	0.3547682707
601	0.3546979697
602	0.3546826377
603	0.3545302898
604	0.354505072
605	0.354417963
606	0.3543076475
607	0.3542979904
608	0.3541548035
609	0.354054461
610	0.3539256082
611	0.3539040082
612	0.3538151286
613	0.3536912045
614	0.3535535104
615	0.3535343902
616	0.3533889884
617	0.3533286059
618	0.3532224117
619	0.3531196498
620	0.3530134601
621	0.3528457091
622	0.3527097304
623	0.3527062214
624	0.3526990714
625	0.3526864745
626	0.3525844321
627	0.3525642536
628	0.3524381165
629	0.3523084931
630	0.3522626139
631	0.3521443456
632	0.3520038282
633	0.3518934405
634	0.3517583789
635	0.3517118897
636	0.3517038536
637	0.3516455786
638	0.3515240705
639	0.3515147583
640	0.351384842
641	0.3513725507
642	0.3513568446
643	0.3512310775
644	0.3511618045
645	0.3511481145
646	0.3510538694
647	0.3509977232
648	0.3508613513
649	0.3507964909
650	0.3507933003
651	0.3506849722
652	0.3506727624
653	0.3506659011
654	0.3506608133
655	0.3506519202
656	0.3506125466
657	0.3505079963
658	0.3504074566
659	0.3503530126
660	0.3503177388
661	0.3502372239
662	0.3500636348
663	0.3500456718
664	0.3499578678
665	0.3499300132
666	0.3498425389
667	0.3498295926
668	0.3498258216
669	0.3497446841
670	0.349684699
671	0.3496203374
672	0.3495003291
673	0.3494457472
674	0.3494308043
675	0.3492936944
676	0.3492844651
677	0.3492737523
678	0.3492618981
679	0.3492606409
680	0.3491431754
681	0.3491345071
682	0.3490062721
683	0.3488770266
684	0.3488506724
685	0.3487021563
686	0.3486483898
687	0.3485242102
688	0.3484836052
689	0.3483108161
690	0.3482939039
691	0.3482902813
692	0.3482808865
693	0.3482268977
694	0.3482248086
695	0.3481549878
696	0.3480746423
697	0.3480072863
698	0.3479244557
699	0.3479103132
700	0.3478526885
701	0.3478526883
702	0.347760769
703	0.3477034651
704	0.3476926525
705	0.3476653417
706	0.3476071239
707	0.3475239883
708	0.3475205964
709	0.3473501219
710	0.3473446877
711	0.3473219197
712	0.3472273416
713	0.3471714806
714	0.3471506023
715	0.347077859
716	0.3470731281
717	0.3469168182
718	0.3468412584
719	0.3467077216
720	0.3465826952
721	0.346519698
722	0.3464198606
723	0.3463403172
724	0.3463165204
725	0.3461708635
726	0.3461110976
727	0.3461040504
728	0.3460966909
729	0.3459648271
730	0.3458851333
731	0.3457581673
732	0.345707908
733	0.3457025696
734	0.3456994369
735	0.345654903
736	0.3455615313
737	0.3454656205
738	0.3453065096
739	0.3451820899
740	0.3450329864
741	0.3448843461
742	0.344793658
743	0.344793639
744	0.3446753513
745	0.3445714866
746	0.3445252741
747	0.3443576381
748	0.3442773856
749	0.344180435
750	0.3440970657
751	0.3439126364
752	0.3437812309
753	0.3436913998
754	0.3435536335
755	0.3434116531
756	0.3432759197
757	0.3432062016
758	0.3431249182
759	0.342995364
760	0.3428840436
761	0.3428594379
762	0.3428528386
763	0.3427974542
764	0.3426537433
765	0.3425667453
766	0.3425061741
767	0.3424112142
768	0.3424034336
769	0.3423057268
770	0.3422525701
771	0.3422348118
772	0.3421867286
773	0.3421589145
774	0.34207904
775	0.3419787623
776	0.3419236251
777	0.3419207503
778	0.3417927441
779	0.3416324336
780	0.3415608269
781	0.3413830563
782	0.3412610398
783	0.3410840159
784	0.3409627525
785	0.3407856647
786	0.3407004083
787	0.340646787
788	0.3405794088
789	0.340506669
790	0.340476221
791	0.3404286508
792	0.3403752944
793	0.3403073729
794	0.3402802433
795	0.3401860462
796	0.3401139007
797	0.3400302674
798	0.3398725796
799	0.339867568
800	0.3398580723
801	0.3398366966
802	0.339834806
803	0.3397808262
804	0.3396571629
805	0.3395724251
806	0.3394998584
807	0.3394658649
808	0.3393515321
809	0.3393373192
810	0.3393236947
811	0.3392998681
812	0.3392181708
813	0.3392139084
814	0.3391069038
815	0.3390700507
816	0.3390006108
817	0.3389195531
818	0.33885829
819	0.3387565351
820	0.3386780158
821	0.3386662687
822	0.3386214407
823	0.3386064621
824	0.3385503412
825	0.338458283
826	0.3383592306
827	0.3382522741
828	0.338136538
829	0.3380599406
830	0.3378939007
831	0.3378241579
832	0.3377855215
833	0.3377021642
834	0.337683457
835	0.3376705107
836	0.3375803345
837	0.3374341661
838	0.3373742512
839	0.3372651146
840	0.337254407
841	0.3371227251
842	0.3370623079
843	0.3370483677
844	0.3369466512
845	0.3368679432
846	0.3367872731
847	0.3367220635
848	0.3365976742
849	0.3365251689
850	0.3364696352
851	0.3364380781
852	0.3364314474
853	0.3363531148
854	0.3362999172
855	0.3362887408
856	0.3362488789
857	0.3362174925
858	0.3361502746
859	0.3360818243
860	0.3360566433
861	0.3359694151
862	0.3359421212
863	0.3358693561
864	0.3357419122
865	0.3356684937
866	0.335567637
867	0.3354830265
868	0.335405477
869	0.335351168
870	0.3352408809
871	0.3352329213
872	0.3351315865
873	0.3351073311
874	0.3351070685
875	0.3350586536
876	0.3350341285
877	0.3349349246
878	0.3348015483
879	0.3347025283
880	0.3346276152
881	0.3345510702
882	0.3345395837
883	0.3345331468
884	0.3345297035
885	0.3344549209
886	0.3344326945
887	0.3343824269
888	0.3343472558
889	0.3343296994
890	0.3342966118
891	0.3342317645
892	0.3341986995
893	0.3341213768
894	0.3340582645
895	0.3340010783
896	0.3339852489
897	0.3339773011
898	0.3339214608
899	0.3339126952
900	0.3338255556
901	0.3337013576
902	0.3336881611
903	0.3335918522
904	0.3335853178
905	0.3335085726
906	0.3334060562
907	0.333376982
908	0.3332863031
909	0.3332186697
910	0.333178787
911	0.3331330064
912	0.333126984
913	0.3329978983
914	0.332866454
915	0.3328357211
916	0.3327884005
917	0.3327485134
918	0.3326376652
919	0.3325804417
920	0.3325472672
921	0.3325066865
922	0.3324061565
923	0.3324006533
924	0.3323056833
925	0.332256952
926	0.3322211199
927	0.3321439899
928	0.3320468617
929	0.3320151375
930	0.3319196118
931	0.3318137522
932	0.3317360944
933	0.3317243928
934	0.3316334673
935	0.331621602
936	0.3315591467
937	0.3315508874
938	0.3314621551
939	0.3313569714
940	0.3312925577
941	0.33127293
942	0.3311791856
943	0.3311038891
944	0.3310247309
945	0.330924191
946	0.3308228204
947	0.3308134427
948	0.3306945513
949	0.3306752117
950	0.3305908578
951	0.3304631806
952	0.3303892383
953	0.3303339761
954	0.3302796559
955	0.3301301511
956	0.3300668077
957	0.3300053458
958	0.3299237916
959	0.3298154275
960	0.3298065325
961	0.32974575
962	0.3297321263
963	0.329716878
964	0.3296716801
965	0.3296716195
966	0.3296715217
967	0.3296308045
968	0.3296213117
969	0.3296211189
970	0.3296127776
971	0.3295733062
972	0.3295638097
973	0.3295114753
974	0.3294296291
975	0.3293424752
976	0.3293000173
977	0.3292054527
978	0.3291940007
979	0.3291256513
980	0.3290595933
981	0.328914808
982	0.3287964701
983	0.3286945259
984	0.3285924065
985	0.3285402734
986	0.3284856633
987	0.3284178748
988	0.3284046878
989	0.3283376026
990	0.3282678336
991	0.3282034131
992	0.3281887274
993	0.3280743628
994	0.3280290313
995	0.3280289769
996	0.3280192127
997	0.3279865467
998	0.3279830421
999	0.3279309778
1000	0.3278480283
1001	0.327836675
1002	0.3277671144
1003	0.3277315218
1004	0.3277106509
1005	0.3276349696
1006	0.3275303401
1007	0.3274381856
1008	0.3274348154
1009	0.3273606959
1010	0.3273506439
1011	0.3272312448
1012	0.3271523151
1013	0.3270989001
1014	0.3270504417
1015	0.3270380703
1016	0.3269224558
1017	0.326912686
1018	0.3268348085
1019	0.3267704488
1020	0.3267520112
1021	0.3266777892
1022	0.3266126994
1023	0.3265448225
1024	0.3263945988
1025	0.326388238
1026	0.3263428537
1027	0.3262553621
1028	0.3262322769
1029	0.3262268112
1030	0.326158397
1031	0.3261577294
1032	0.3260644394
1033	0.3260474847
1034	0.3259538568
1035	0.3259457616
1036	0.3259099653
1037	0.3258891092
1038	0.3257194397
1039	0.325587693
1040	0.3255465546
1041	0.3255405737
1042	0.3254253061
1043	0.325405859
1044	0.325312587
1045	0.3253022582
1046	0.3252336308
1047	0.3251675184
1048	0.3250740814
1049	0.3250499584
1050	0.3249572033
1051	0.324884426
1052	0.3248771451
1053	0.3248188277
1054	0.3247484619
1055	0.3247401697
1056	0.3247400048
1057	0.3246248486
1058	0.3245597556
1059	0.3244632826
1060	0.3244230854
1061	0.3243238894
1062	0.3241573102
1063	0.3240911101
1064	0.323973585
1065	0.3238813215
1066	0.3238289062
1067	0.3238142206
1068	0.3237632472
1069	0.323656352
1070	0.3235202598
1071	0.3234808237
1072	0.3234716467
1073	0.3233365208
1074	0.3232842509
1075	0.3232025546
1076	0.3230847506
1077	0.322977479
1078	0.3228594519
1079	0.3227655606
1080	0.3227335406
1081	0.3227296601
1082	0.3227045015
1083	0.3226736847
1084	0.3226028486
1085	0.322567536
1086	0.3225178612
1087	0.3225062214
1088	0.3224774955
1089	0.3224384182
1090	0.3223671256
1091	0.3222903987
1092	0.3222793416
1093	0.3222263595
1094	0.3221212156
1095	0.322009348
1096	0.321926239
1097	0.3219154522
1098	0.3218614471
1099	0.3217360716
1100	0.3216555939
1101	0.3216485388
1102	0.3215520239
1103	0.3214905578
1104	0.321402921
1105	0.3213202452
1106	0.3213082249
1107	0.3212361022
1108	0.3212291237
1109	0.3210895042
1110	0.3210325529
1111	0.32097825
1112	0.3209336052
1113	0.3208356457
1114	0.3208209525
1115	0.3206901172
1116	0.3206142995
1117	0.3205867245
1118	0.3204892552
1119	0.3204019855
1120	0.3203154295
1121	0.3202415707
1122	0.320209678
1123	0.3201908062
1124	0.3201656788
1125	0.3200771822
1126	0.3199946974
1127	0.3199249712
1128	0.3198968489
1129	0.3197197143
1130	0.3197168534
1131	0.3195779962
1132	0.319484224
1133	0.319478131
1134	0.3193826576
1135	0.3192999057
1136	0.3192174097
1137	0.3192161457
1138	0.31916975
1139	0.3191255024
1140	0.3190435219
1141	0.3189892235
1142	0.3188839685
1143	0.3188788268
1144	0.3187769216
1145	0.318723329
1146	0.3186747966
1147	0.31863936
1148	0.318586703
1149	0.3185175984
1150	0.3184388537
1151	0.3184121063
1152	0.3184057944
1153	0.3183786693
1154	0.3183267857
1155	0.3183170741
1156	0.3182133663
1157	0.3181937739
1158	0.318132103
1159	0.3180992912
1160	0.318042008
1161	0.3179544315
1162	0.3178605801
1163	0.3178244977
1164	0.3177423656
1165	0.3177200417
1166	0.317713403
1167	0.3177043808
1168	0.3176460686
1169	0.3175569206
1170	0.3174707805
1171	0.3174089056
1172	0.3173350102
1173	0.3172637464
1174	0.3172148345
1175	0.3171990207
1176	0.3170777447
1177	0.3170027882
1178	0.3168850994
1179	0.3168521238
1180	0.3167971387
1181	0.3167592389
1182	0.3167566781
1183	0.3166573993
1184	0.3165592266
1185	0.3164889306
1186	0.3164309896
1187	0.3163154498
1188	0.3163130898
1189	0.3162827444
1190	0.3162424768
1191	0.3161708358
1192	0.316164889
1193	0.316099148
1194	0.3160460817
1195	0.3159569864
1196	0.3158893869
1197	0.315853242
1198	0.3157777179
1199	0.3157296241
1200	0.3157088352
1201	0.3156984003
1202	0.3156825131
1203	0.3156761776
1204	0.3156501732
1205	0.3156476302
1206	0.3155823263
1207	0.3154937873
1208	0.3154193155
1209	0.3153869497
1210	0.3153847978
1211	0.3153221663
1212	0.3153185297
1213	0.3152600157
1214	0.3152497352
1215	0.3151657032
1216	0.3151589309
1217	0.3150541306
1218	0.3150457571
1219	0.3150207338
1220	0.3149777899
1221	0.3148948106
1222	0.3148164577
1223	0.3148070192
1224	0.3147570248
1225	0.3147266569
1226	0.3147158237
1227	0.3146103953
1228	0.3145828135
1229	0.314499619
1230	0.314481825
1231	0.3144665818
1232	0.3144188543
1233	0.3143979316
1234	0.3143861928
1235	0.3143712312
1236	0.3143266171
1237	0.3142744596
1238	0.3142690441
1239	0.3141938379
1240	0.3141522535
1241	0.3140757874
1242	0.3140757369
1243	0.3140643509
1244	0.3140099927
1245	0.3139261113
1246	0.3138438452
1247	0.3138286163
1248	0.313777195
1249	0.31370146
1250	0.3136020429
1251	0.3136016025
1252	0.3135919588
1253	0.3135896339
1254	0.3135191764
1255	0.3135007601
1256	0.3134329365
1257	0.3133817928
1258	0.3133668489
1259	0.3133134291
1260	0.3132095238
1261	0.3132033679
1262	0.3131495555
1263	0.313069295
1264	0.3130638824
1265	0.3130524853
1266	0.3129691289
1267	0.3128730815
1268	0.3128603954
1269	0.3127680141
1270	0.3127138029
1271	0.3126891176
1272	0.3126196379
1273	0.3125556245
1274	0.3124993519
1275	0.31238666
1276	0.312292009
1277	0.312207052
1278	0.3121763007
1279	0.3121401502
1280	0.3121233288
1281	0.3120920748
1282	0.3120521311
1283	0.3119891709
1284	0.3118624388
1285	0.3118159295
1286	0.3118070548
1287	0.3117015557
1288	0.3116063286
1289	0.3115554412
1290	0.3115516496
1291	0.3114879657
1292	0.3114729334
1293	0.3114559482
1294	0.3114156183
1295	0.311395301
1296	0.3113612682
1297	0.3113611117
1298	0.3113603259
1299	0.311266562
1300	0.311220027
1301	0.3111486901
1302	0.3111480416
1303	0.3110964844
1304	0.3110541903
1305	0.310887866
1306	0.3108842271
1307	0.3108536192
1308	0.3108496737
1309	0.3107648317
1310	0.3107584448
1311	0.3107387245
1312	0.3107167514
1313	0.3106871943
1314	0.3106263327
1315	0.3105181909
1316	0.3104689801
1317	0.3103996566
1318	0.3103547294
1319	0.3103539067
1320	0.3103531403
1321	0.3102641174
1322	0.3101429206
1323	0.3100426623
1324	0.3099882256
1325	0.3098867425
1326	0.3098539275
1327	0.3098049766
1328	0.3098008568
1329	0.3097974313
1330	0.3097944112
1331	0.3097850027
1332	0.3097626256
1333	0.3096881339
1334	0.3096824128
1335	0.3096199806
1336	0.309498442
1337	0.3094178064
1338	0.3093050616
1339	0.3092363479
1340	0.3091307988
1341	0.3091251657
1342	0.3091206728
1343	0.3090388143
1344	0.3089898092
1345	0.308861258
1346	0.3088567896
1347	0.3088258903
1348	0.3087728294
1349	0.3087271758
1350	0.3086999506
1351	0.3086752382
1352	0.3086348369
1353	0.308631054
1354	0.3086148434
1355	0.3085712486
1356	0.3085675219
1357	0.3084832727
1358	0.3084338902
1359	0.3084338719
1360	0.3084057088
1361	0.3082570094
1362	0.3082177323
1363	0.3081549684
1364	0.3081362265
1365	0.3080838997
1366	0.3080812721
1367	0.3080573243
1368	0.3080247036
1369	0.307953391
1370	0.3078886323
1371	0.3077963148
1372	0.3077913633
1373	0.3077519878
1374	0.3077373631
1375	0.307723042
1376	0.307721714
1377	0.3077030594
1378	0.3076723748
1379	0.3076423477
1380	0.307606768
1381	0.3075765811
1382	0.3075018331
1383	0.3074256423
1384	0.3073402254
1385	0.3072915781
1386	0.3072867214
1387	0.3072704488
1388	0.3072048716
1389	0.3071228852
1390	0.307082424
1391	0.3070740127
1392	0.3069756891
1393	0.3069039569
1394	0.306895072
1395	0.3068341637
1396	0.306829786
1397	0.306788979
1398	0.3067753887
1399	0.3067574514
1400	0.3066903821
1401	0.3066786087
1402	0.3065858389
1403	0.3065715865
1404	0.3065356989
1405	0.3065337671
1406	0.3064683005
1407	0.3064469685
1408	0.3063626817
1409	0.306316991
1410	0.3062617087
1411	0.3062612597
1412	0.3062487967
1413	0.3062170948
1414	0.3062109807
1415	0.306131533
1416	0.3060526045
1417	0.3060425256
1418	0.3060421524
1419	0.3059222016
1420	0.3058758247
1421	0.3057973828
1422	0.3057569583
1423	0.3056288724
1424	0.3055387262
1425	0.3054410515
1426	0.3053885365
1427	0.3053015719
1428	0.3052936649
1429	0.3052860599
1430	0.3052025217
1431	0.3051215422
1432	0.3051192792
1433	0.3050324797
1434	0.304994312
1435	0.3049315311
1436	0.3049007898
1437	0.3047571748
1438	0.3047336071
1439	0.3046745294
1440	0.3045799487
1441	0.3044905633
1442	0.304455776
1443	0.3044091344
1444	0.3043334613
1445	0.304225214
1446	0.3041844076
1447	0.3041831621
1448	0.3041333716
1449	0.3041196021
1450	0.3041115667
1451	0.3040837062
1452	0.3040349386
1453	0.3040186843
1454	0.3039773473
1455	0.3039241726
1456	0.3038791165
1457	0.3038709186
1458	0.3038675818
1459	0.3038254296
1460	0.3038103569
1461	0.3038091328
1462	0.3038040525
1463	0.3037759702
1464	0.3037735867
1465	0.3036894127
1466	0.3036391543
1467	0.303533737
1468	0.3035177953
1469	0.3034570547
1470	0.3033598399
1471	0.3033544134
1472	0.3033086679
1473	0.3031975757
1474	0.3030829999
1475	0.3030186348
1476	0.302988659
1477	0.3029322514
1478	0.3028386696
1479	0.3027518114
1480	0.3026647897
1481	0.302617442
1482	0.3026155857
1483	0.3025485314
1484	0.3025252434
1485	0.3024575522
1486	0.3023520352
1487	0.3023083356
1488	0.3023009059
1489	0.3022192392
1490	0.3021367207
1491	0.3021294167
1492	0.3020797578
1493	0.3020621806
1494	0.3020481233
1495	0.301995012
1496	0.3019929586
1497	0.3019080438
1498	0.3018990694
1499	0.3018077785
1500	0.3017112267
1501	0.3016090942
1502	0.3015974704
1503	0.3015319593
1504	0.3014546237
1505	0.3014463379
1506	0.3013811623
1507	0.3013337695
1508	0.3013046928
1509	0.3012798026
1510	0.3012137876
1511	0.3011892012
1512	0.30117979
1513	0.301166832
